在多倍消耗模式下，各多倍策略pt收益从大到小排名

原始的全一倍排名506

说明：排名是按平均pt排从高到低
倍数分别为r1~r5使用的倍数
可获得pt为这一轮打完后预计获得的pt
消耗LP是这一轮消耗的LP
平均每LP获得pt就是前面两个数相除
可以在浏览器中使用Ctrl+F，在出现的输入框里输入你想要的倍数序列查看排名（格式：a,b,c,d,e，取值在1~4之间，逗号别省）

排名：215,倍数：2,2,3,1,4,可获得pt:6149,消耗LP:300,平均每LP获得pt:20.496667
排名：216,倍数：2,1,4,2,3,可获得pt:6149,消耗LP:300,平均每LP获得pt:20.496667
排名：217,倍数：1,4,2,1,4,可获得pt:6149,消耗LP:300,平均每LP获得pt:20.496667
排名：218,倍数：1,3,3,2,3,可获得pt:6149,消耗LP:300,平均每LP获得pt:20.496667
排名：219,倍数：1,2,4,3,2,可获得pt:6149,消耗LP:300,平均每LP获得pt:20.496667
排名：220,倍数：1,1,3,1,2,可获得pt:4099,消耗LP:200,平均每LP获得pt:20.495000
排名：221,倍数：3,2,4,4,4,可获得pt:8705,消耗LP:425,平均每LP获得pt:20.482353
排名：222,倍数：2,4,3,4,4,可获得pt:8705,消耗LP:425,平均每LP获得pt:20.482353
排名：223,倍数：3,2,1,3,4,可获得pt:6656,消耗LP:325,平均每LP获得pt:20.480000
排名：224,倍数：3,1,2,4,3,可获得pt:6656,消耗LP:325,平均每LP获得pt:20.480000
排名：225,倍数：2,3,1,4,3,可获得pt:6656,消耗LP:325,平均每LP获得pt:20.480000
排名：226,倍数：3,1,3,2,4,可获得pt:6655,消耗LP:325,平均每LP获得pt:20.476923
排名：227,倍数：2,3,2,2,4,可获得pt:6655,消耗LP:325,平均每LP获得pt:20.476923
排名：228,倍数：2,2,3,3,3,可获得pt:6655,消耗LP:325,平均每LP获得pt:20.476923
排名：229,倍数：2,1,4,4,2,可获得pt:6655,消耗LP:325,平均每LP获得pt:20.476923
排名：230,倍数：1,4,2,3,3,可获得pt:6655,消耗LP:325,平均每LP获得pt:20.476923
排名：231,倍数：1,3,3,4,2,可获得pt:6655,消耗LP:325,平均每LP获得pt:20.476923
排名：232,倍数：2,2,4,1,4,可获得pt:6654,消耗LP:325,平均每LP获得pt:20.473846
排名：233,倍数：1,4,3,1,4,可获得pt:6654,消耗LP:325,平均每LP获得pt:20.473846
排名：234,倍数：1,3,4,2,3,可获得pt:6654,消耗LP:325,平均每LP获得pt:20.473846
排名：235,倍数：2,1,1,3,2,可获得pt:4606,消耗LP:225,平均每LP获得pt:20.471111
排名：236,倍数：1,2,1,4,1,可获得pt:4606,消耗LP:225,平均每LP获得pt:20.471111
排名：237,倍数：2,4,4,4,4,可获得pt:9210,消耗LP:450,平均每LP获得pt:20.466667
排名：238,倍数：2,1,2,1,3,可获得pt:4605,消耗LP:225,平均每LP获得pt:20.466667
排名：239,倍数：1,3,1,1,3,可获得pt:4605,消耗LP:225,平均每LP获得pt:20.466667
排名：240,倍数：1,2,2,2,2,可获得pt:4605,消耗LP:225,平均每LP获得pt:20.466667
排名：241,倍数：1,1,3,3,1,可获得pt:4605,消耗LP:225,平均每LP获得pt:20.466667
排名：242,倍数：4,1,1,4,4,可获得pt:7162,消耗LP:350,平均每LP获得pt:20.462857
排名：243,倍数：1,1,4,1,2,可获得pt:4604,消耗LP:225,平均每LP获得pt:20.462222
排名：244,倍数：3,2,2,3,4,可获得pt:7161,消耗LP:350,平均每LP获得pt:20.460000
排名：245,倍数：3,1,3,4,3,可获得pt:7161,消耗LP:350,平均每LP获得pt:20.460000
排名：246,倍数：2,4,1,3,4,可获得pt:7161,消耗LP:350,平均每LP获得pt:20.460000
排名：247,倍数：2,3,2,4,3,可获得pt:7161,消耗LP:350,平均每LP获得pt:20.460000
排名：248,倍数：3,1,4,2,4,可获得pt:7160,消耗LP:350,平均每LP获得pt:20.457143
排名：249,倍数：2,3,3,2,4,可获得pt:7160,消耗LP:350,平均每LP获得pt:20.457143
排名：250,倍数：2,2,4,3,3,可获得pt:7160,消耗LP:350,平均每LP获得pt:20.457143
排名：251,倍数：1,4,3,3,3,可获得pt:7160,消耗LP:350,平均每LP获得pt:20.457143
排名：252,倍数：1,3,4,4,2,可获得pt:7160,消耗LP:350,平均每LP获得pt:20.457143
排名：253,倍数：1,4,4,1,4,可获得pt:7159,消耗LP:350,平均每LP获得pt:20.454286
排名：254,倍数：4,1,2,4,4,可获得pt:7667,消耗LP:375,平均每LP获得pt:20.445333
